task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,broad_occ,minor_occ_category,major_occ_category,date,pct_normalized,auto_aug_mean,physical,freq_mean,importance,relevance,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
Report results of statistical analyses in peer-reviewed papers and technical manuals.,report results of statistical analyses in peerreviewed papers and technical manuals,Prepare analytical reports.,Present research or technical information.,Documenting/Recording Information,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0129071951159173,3.0892857142857144,False,0.5269230769230769,3.85,95.24,E1,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
"Process large amounts of data for statistical modeling and graphic analysis, using computers.",process large amounts of data for statistical modeling and graphic analysis using computers,Prepare data for analysis.,Process digital or online data.,Interacting With Computers,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0094652764183394,3.985915492957746,False,1.6183507692307693,4.05,100.0,E2,E1,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
"Examine theories, such as those of probability and inference, to discover mathematical bases for new or improved methods of obtaining and evaluating numerical data.",examine theories such as those of probability and inference to discover mathematical bases for new or improved methods of obtaining and evaluating numerical data,Update knowledge about emerging industry or technology trends.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0044099583312717,1.0,False,0.5092615384615384,3.42,90.48,E2,E1,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
"Identify relationships and trends in data, as well as any factors that could affect the results of research.",identify relationships and trends in data as well as any factors that could affect the results of research,Analyze data to identify trends or relationships among variables.,Analyze scientific or applied data using mathematical principles.,Analyzing Data or Information,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0155961940984001,2.8888888888888884,False,1.4458246153846153,4.33,100.0,E2,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Evaluate sources of information to determine any limitations in terms of reliability or usability.,evaluate sources of information to determine any limitations in terms of reliability or usability,Evaluate data quality.,Evaluate the quality or accuracy of data.,Processing Information,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0681930141957634,2.558872305140961,False,1.5203892307692306,4.1,100.0,E1,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Develop an understanding of fields to which statistical methods are to be applied to determine whether methods and results are appropriate.,develop an understanding of fields to which statistical methods are to be applied to determine whether methods and results are appropriate,Determine appropriate methods for data analysis.,Determine operational methods or procedures.,Making Decisions and Solving Problems,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0153810741798015,2.2727272727272725,False,1.0339337948717948,4.092666666666667,96.826,,,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
"Develop and test experimental designs, sampling techniques, and analytical methods.",develop and test experimental designs sampling techniques and analytical methods,Design research studies to obtain scientific information.,Develop research plans or methodologies.,Thinking Creatively,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0183927530401822,3.154320987654321,False,1.0912892307692308,4.38,100.0,E1,E1,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Design research projects that apply valid scientific techniques and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.,design research projects that apply valid scientific techniques and use information obtained from baselines or historical data to structure uncompromised and efficient analyses,Design research studies to obtain scientific information.,Develop research plans or methodologies.,Thinking Creatively,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0166717936913932,3.4705882352941178,False,0.7723776923076923,4.26,90.48,E1,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Develop software applications or programming to use for statistical modeling and graphic analysis.,develop software applications or programming to use for statistical modeling and graphic analysis,Design software applications.,Design computer or information systems or applications.,Thinking Creatively,Statisticians,statisticians,15-2041.00,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0091425965404414,3.903225806451613,False,1.0339337948717948,4.092666666666667,96.826,,,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Plan or direct research studies related to life sciences.,plan or direct research studies related to life sciences,Design research studies to obtain scientific information.,Develop research plans or methodologies.,Thinking Creatively,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0026889989824827,3.3124546114742195,False,0.2769230769230769,4.05,83.33,E1,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Collect data through surveys or experimentation.,collect data through surveys or experimentation,,,,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0059157977614621,5.0,False,0.0511992307692307,3.61,79.17,E0,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
"Read current literature, attend meetings or conferences, and talk with colleagues to keep abreast of methodological or conceptual developments in fields such as biostatistics, pharmacology, life sciences, and social sciences.",read current literature attend meetings or conferences and talk with colleagues to keep abreast of methodological or conceptual developments in fields such as biostatistics pharmacology life sciences and social sciences,Update knowledge about emerging industry or technology trends.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0125845152380194,2.130434782608696,False,0.2314230769230769,4.3,100.0,E2,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Write program code to analyze data using statistical analysis software.,write program code to analyze data using statistical analysis software,Write computer programming code.,Program computer systems or production equipment.,Interacting With Computers,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0220497916563588,3.709844559585492,False,0.2129955351170568,3.95,89.85521739130435,,,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Prepare tables and graphs to present clinical data or results.,prepare tables and graphs to present clinical data or results,Prepare graphics or other visual representations of information.,Create visual designs or displays.,Thinking Creatively,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.004517518290571,5.0,False,0.3370938461538462,4.3,95.83,E2,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Draw conclusions or make predictions based on data summaries or statistical analyses.,draw conclusions or make predictions based on data summaries or statistical analyses,Analyze data to identify trends or relationships among variables.,Analyze scientific or applied data using mathematical principles.,Analyzing Data or Information,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0081745569067476,2.84,False,0.3109446153846154,4.5,100.0,E1,E2,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Write research proposals or grant applications for submission to external bodies.,write research proposals or grant applications for submission to external bodies,,,,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.00311923881968,3.0,False,0.0400715384615384,3.78,79.17,E1,E1,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Write detailed analysis plans and descriptions of analyses and findings for research protocols or reports.,write detailed analysis plans and descriptions of analyses and findings for research protocols or reports,Present research results to others.,Present research or technical information.,Documenting/Recording Information,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0181776331215836,3.5454545454545454,False,0.1393096153846154,4.38,100.0,E1,E1,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
Write detailed analysis plans and descriptions of analyses and findings for research protocols or reports.,write detailed analysis plans and descriptions of analyses and findings for research protocols or reports,Prepare analytical reports.,Present research or technical information.,Documenting/Recording Information,Biostatisticians,biostatisticians,15-2041.01,Statisticians,Mathematical Science Occupations,Computer and Mathematical Occupations,2026-02-12,0.0181776331215836,3.5454545454545454,False,0.1393096153846154,4.38,100.0,E1,E1,105650.0,76400.0,105650.0,79640.0,105720.0,135960.0,109660.0,102860.0,109570.0,140670.0,108040.0,115150.0,76780.0,105650.0,119760.0,109300.0,80150.0,111780.0,112520.0,76400.0,85680.0,132620.0,96710.0,102710.0,105650.0,64670.0,66330.0,105650.0,83480.0,79750.0,96080.0,118280.0,84330.0,136020.0,115690.0,75890.0,98190.0,89540.0,93620.0,93830.0,102620.0,65450.0,105650.0,98230.0,102960.0,88610.0,82210.0,114920.0,105650.0,84660.0,107150.0,105650.0,105650.0,49730.0,105650.0,14515.0,200.0,80.0,440.0,570.0,2480.0,780.0,490.0,70.0,550.0,550.0,460.0,90.0,160.0,480.0,230.0,250.0,80.0,80.0,70.0,80.0,2730.0,2480.0,570.0,780.0,80.0,680.0,47.0,140.0,50.0,70.0,880.0,230.0,1220.0,1200.0,40.0,580.0,50.0,600.0,1630.0,40.0,240.0,42.0,530.0,1390.0,300.0,28.0,720.0,2960.0,90.0,250.0,26.0,6.0,230.0,3.0
